Driver_Age,Vision_Quality,Driving_Speed,Weather,Accident,Severe_Hospitalization
82.4,31.2,49.3,Clear,1,1
31.2,100.0,80.0,Rain,0,0
81.7,54.5,44.2,Clear,1,1
84.7,27.0,77.8,Rain,1,0
65.7,80.7,70.3,Clear,1,1
83.7,30.8,51.8,Clear,1,1
56.2,89.7,57.0,Clear,0,0
35.4,97.1,71.9,Snow,1,0
47.3,94.8,64.9,Rain,0,0
57.8,86.7,83.6,Snow,1,0
22.9,100.0,65.8,Rain,0,0
59.7,75.1,64.7,Rain,0,1
83.7,22.5,53.5,Rain,1,1
30.7,91.8,73.7,Rain,0,0
71.1,54.0,57.7,Clear,0,0
78.8,36.1,54.5,Clear,0,0
81.2,34.2,63.4,Clear,1,0
82.3,32.2,60.4,Clear,1,1
52.9,78.4,70.2,Clear,0,0
83.5,41.0,30.0,Clear,1,1
68.7,68.2,62.7,Clear,0,0
28.8,94.2,59.1,Clear,0,0
50.0,94.4,73.7,Snow,1,0
66.1,72.4,75.5,Clear,1,1
34.6,91.3,64.1,Clear,0,0
60.9,85.8,60.2,Rain,0,0
62.7,66.6,56.1,Clear,1,1
28.9,76.6,88.0,Clear,1,1
55.9,87.6,65.8,Clear,0,0
69.7,73.9,76.6,Clear,0,0
51.4,100.0,70.8,Clear,0,0
18.8,100.0,82.1,Clear,0,0
18.6,100.0,80.4,Clear,0,0
41.9,88.9,78.6,Rain,1,1
80.1,47.4,37.8,Clear,1,0
33.3,100.0,74.7,Rain,0,0
60.5,66.0,62.3,Clear,0,0
32.9,97.4,81.3,Clear,0,0
39.6,100.0,69.5,Rain,0,0
74.8,59.9,46.9,Clear,0,0
66.8,90.0,60.5,Rain,0,1
24.4,92.4,66.6,Clear,0,0
46.7,88.3,49.3,Rain,0,0
20.0,99.5,86.5,Clear,1,0
50.2,69.4,72.9,Clear,0,0
62.4,72.9,66.9,Rain,0,0
25.9,88.0,89.9,Rain,0,0
37.4,98.8,65.6,Clear,0,0
44.7,96.3,55.0,Snow,0,0
79.6,48.7,54.7,Clear,1,1
84.5,40.9,49.9,Clear,0,0
21.0,97.5,70.4,Clear,0,0
69.0,81.2,58.8,Rain,0,1
42.9,90.1,63.9,Snow,0,0
44.3,89.9,51.1,Clear,0,0
68.5,70.6,55.4,Clear,0,0
79.5,51.8,44.0,Rain,0,0
81.7,37.7,56.8,Clear,1,1
56.7,92.3,58.0,Clear,0,1
41.9,81.4,81.5,Clear,0,0
70.8,58.6,74.9,Clear,0,0
34.8,98.8,80.1,Clear,0,0
55.8,84.2,49.4,Clear,0,0
42.0,86.8,85.4,Rain,0,0
62.0,89.5,78.2,Rain,0,0
34.1,88.7,73.7,Clear,0,0
30.8,93.3,88.1,Clear,0,0
79.5,57.5,49.9,Clear,1,1
24.8,100.0,58.6,Clear,0,0
51.9,99.0,58.8,Rain,0,0
32.8,91.8,91.4,Snow,1,0
20.6,100.0,64.0,Rain,0,0
20.4,91.4,79.0,Rain,0,0
29.7,88.0,75.6,Clear,0,0
76.1,35.8,51.6,Clear,0,0
36.9,100.0,68.0,Snow,0,0
81.7,34.3,55.3,Snow,1,1
57.0,83.4,58.8,Clear,0,0
47.3,81.0,54.1,Clear,0,0
56.9,90.0,66.6,Rain,0,0
52.6,83.1,76.9,Clear,0,0
68.8,61.6,68.4,Rain,1,1
36.9,96.0,64.3,Rain,0,0
41.7,79.1,58.0,Clear,0,0
77.9,43.5,53.2,Snow,1,1
81.4,25.0,70.3,Snow,1,1
77.8,39.1,62.5,Snow,1,1
46.1,90.2,75.8,Clear,0,0
70.3,52.8,68.0,Clear,1,1
49.9,75.4,71.4,Clear,0,0
51.3,86.6,67.9,Clear,0,0
31.7,90.2,81.1,Clear,0,0
57.6,100.0,58.7,Clear,0,1
30.5,100.0,60.9,Rain,0,0
40.2,84.2,78.3,Clear,0,0
75.3,61.0,69.5,Clear,0,0
31.9,100.0,63.3,Clear,0,0
22.8,93.3,86.3,Rain,0,0
22.6,86.2,95.0,Rain,1,1
81.0,42.6,54.8,Clear,1,1
52.0,85.0,58.2,Snow,0,0
45.4,85.5,70.3,Clear,0,0
72.3,67.1,52.8,Clear,0,1
74.0,53.6,51.4,Rain,1,1
40.3,81.9,75.4,Rain,0,0
64.5,82.3,45.4,Clear,1,0
69.7,73.1,44.9,Snow,1,1
61.9,73.0,62.6,Snow,1,0
28.2,100.0,75.7,Clear,0,0
76.7,39.0,60.0,Clear,1,0
54.1,80.9,84.3,Clear,1,1
36.9,90.4,73.5,Clear,1,1
46.5,83.5,74.6,Clear,0,0
20.5,94.5,69.2,Rain,0,0
26.6,100.0,84.3,Clear,0,0
69.3,64.1,54.2,Rain,1,1
18.0,100.0,80.7,Clear,0,0
45.9,92.3,67.7,Clear,0,0
53.0,86.7,76.3,Clear,0,0
21.7,100.0,65.4,Clear,0,0
83.2,57.8,31.1,Clear,0,0
33.2,86.0,71.8,Rain,0,0
38.4,82.9,76.5,Rain,0,0
38.4,85.8,73.4,Clear,0,0
33.4,94.1,86.1,Rain,0,0
18.1,86.2,84.3,Clear,0,0
66.9,76.9,54.8,Clear,0,0
82.8,52.1,30.8,Clear,1,1
33.0,95.2,71.6,Rain,0,0
62.4,79.9,72.5,Clear,0,0
67.7,69.8,56.2,Clear,0,0
74.8,64.8,57.5,Clear,0,0
46.3,82.1,72.9,Snow,0,0
38.3,100.0,61.7,Rain,0,0
39.8,100.0,77.5,Rain,0,0
65.7,81.5,77.3,Rain,0,0
72.7,62.6,56.4,Clear,1,1
30.2,100.0,63.8,Rain,1,1
42.9,98.8,69.4,Rain,0,0
78.4,42.5,33.6,Clear,0,1
72.0,60.1,61.7,Clear,1,1
84.0,25.1,58.1,Clear,1,0
68.5,76.0,76.5,Clear,0,1
44.3,94.8,67.5,Rain,1,1
57.6,73.4,68.3,Clear,0,0
62.3,78.6,53.7,Clear,0,0
23.3,87.1,74.3,Rain,0,0
54.5,78.2,50.2,Clear,0,0
65.5,84.3,59.0,Clear,1,1
29.2,89.6,72.5,Rain,0,0
70.3,66.1,62.1,Clear,1,1
57.1,71.3,58.1,Rain,0,0
81.8,42.4,55.3,Clear,0,1
20.8,98.5,75.5,Clear,0,0
35.8,87.1,69.6,Clear,0,0
58.3,82.4,64.7,Clear,0,0
37.9,93.5,72.5,Snow,0,0
65.9,72.6,68.5,Snow,1,1
68.9,60.1,58.5,Rain,1,1
24.9,100.0,73.8,Clear,0,0
52.4,81.2,64.4,Snow,1,0
52.1,85.6,59.2,Rain,0,0
42.7,98.2,66.5,Clear,0,0
80.5,72.2,75.3,Rain,0,1
73.4,51.0,48.7,Clear,0,1
64.7,84.9,58.5,Clear,0,0
65.9,73.5,57.0,Rain,1,1
48.9,83.3,65.2,Rain,1,1
79.7,40.1,52.0,Clear,1,1
64.5,72.4,64.2,Clear,0,0
66.8,76.4,43.4,Snow,0,0
75.7,43.6,67.3,Rain,1,1
36.4,100.0,79.0,Clear,0,1
72.1,64.7,45.9,Clear,0,0
31.1,98.1,52.1,Clear,0,0
41.1,87.0,61.0,Snow,0,0
40.5,88.1,68.6,Clear,0,0
83.6,39.0,79.6,Clear,1,1
75.4,47.0,62.5,Clear,0,0
65.0,78.3,43.1,Rain,0,0
66.7,70.2,53.6,Rain,0,1
55.7,77.8,64.4,Rain,0,0
81.5,24.8,57.2,Clear,1,1
51.2,97.4,53.6,Clear,0,0
43.5,84.3,68.5,Snow,1,0
28.9,100.0,68.5,Snow,0,0
70.7,76.1,47.9,Snow,1,1
67.2,65.6,62.9,Snow,0,0
43.8,81.0,77.4,Rain,0,0
19.7,100.0,87.7,Rain,0,0
74.2,73.1,63.3,Rain,0,0
18.8,99.4,74.7,Rain,0,0
65.1,82.9,68.3,Clear,0,0
83.0,32.9,57.1,Clear,0,1
47.3,91.7,69.6,Snow,1,0
33.7,88.0,67.6,Clear,1,0
65.2,64.4,56.1,Rain,1,1
72.7,52.0,58.8,Clear,1,1
54.6,85.5,89.8,Clear,0,1
82.8,29.5,57.1,Clear,1,1
21.5,98.1,72.5,Clear,0,0
51.8,77.9,58.1,Clear,0,0
66.1,72.2,55.8,Clear,0,0
75.8,62.1,78.7,Rain,0,0
30.0,97.2,71.2,Clear,1,0
71.6,65.3,67.6,Clear,0,0
55.0,92.2,61.4,Clear,0,0
44.6,93.2,72.0,Rain,0,0
26.8,100.0,84.4,Rain,0,0
76.0,51.2,51.1,Rain,0,0
28.5,92.3,69.4,Clear,0,0
38.8,81.3,88.3,Clear,1,0
37.4,88.8,82.1,Rain,0,0
76.4,61.6,64.6,Rain,0,0
63.1,92.4,69.8,Clear,1,1
71.4,73.6,63.2,Clear,0,0
34.8,78.9,93.5,Clear,0,0
59.9,91.9,63.7,Clear,0,0
56.3,70.0,70.4,Rain,1,0
73.8,67.3,43.2,Clear,0,0
78.7,45.4,47.5,Clear,0,1
18.8,100.0,67.7,Clear,0,0
63.2,71.3,74.7,Snow,0,0
21.5,100.0,53.1,Rain,0,0
54.8,73.6,61.3,Rain,0,0
37.3,86.9,42.4,Clear,0,0
38.6,83.8,63.5,Rain,0,0
41.6,76.5,65.6,Clear,0,0
59.6,84.1,77.2,Clear,0,0
40.4,100.0,75.0,Clear,0,0
67.1,97.5,52.0,Clear,0,0
45.1,89.9,79.8,Clear,0,0
22.6,100.0,78.3,Rain,0,0
70.5,69.8,59.4,Clear,1,1
37.1,96.3,60.3,Clear,0,1
47.0,85.7,58.5,Clear,0,0
63.9,83.2,53.4,Clear,0,0
40.3,95.4,71.6,Clear,1,0
21.8,93.9,79.3,Clear,0,0
43.1,89.4,85.4,Clear,0,0
81.3,41.7,58.5,Clear,1,0
61.0,89.4,35.7,Clear,0,0
63.0,73.5,64.6,Clear,0,0
60.4,82.6,48.6,Clear,0,1
31.3,100.0,65.0,Clear,0,0
46.0,98.1,60.7,Clear,0,0
68.3,84.0,53.2,Rain,0,0
24.8,97.5,63.5,Clear,0,0
36.6,95.1,74.6,Clear,0,0
36.5,100.0,58.5,Snow,0,0
46.9,100.0,72.0,Rain,1,1
83.7,20.7,76.1,Snow,1,1
22.5,87.7,64.9,Rain,0,0
52.8,96.6,63.3,Clear,0,0
30.0,93.0,50.0,Clear,0,0
83.0,32.5,51.0,Rain,1,1
25.6,86.9,83.4,Snow,1,0
45.0,84.7,76.4,Rain,1,0
67.4,64.1,61.0,Rain,0,1
65.2,97.4,70.0,Clear,0,1
46.3,88.5,94.1,Clear,1,0
41.2,90.2,87.8,Snow,0,0
44.6,94.0,64.1,Rain,0,1
35.7,100.0,58.4,Snow,0,0
31.8,100.0,70.4,Rain,0,0
50.4,95.6,57.6,Clear,0,0
36.0,87.8,77.3,Clear,0,0
37.3,89.9,60.5,Snow,0,0
62.0,88.6,61.7,Clear,0,1
82.9,34.0,62.4,Clear,1,1
58.4,83.8,62.8,Clear,0,0
23.2,100.0,68.5,Clear,0,0
23.1,100.0,89.7,Clear,0,0
81.7,26.8,35.7,Rain,1,1
37.9,97.8,68.8,Clear,0,0
24.2,95.7,77.1,Clear,0,0
58.1,89.6,64.1,Rain,0,1
59.8,89.5,65.1,Clear,0,0
61.4,95.5,68.7,Rain,0,0
35.9,100.0,72.5,Clear,0,0
19.0,100.0,75.9,Snow,0,0
82.7,50.4,50.1,Clear,0,1
34.8,95.6,67.2,Clear,0,0
63.3,82.1,69.8,Rain,0,0
65.3,87.4,54.6,Rain,0,0
58.9,89.5,72.1,Clear,0,0
39.0,89.1,71.8,Snow,0,0
36.2,96.0,67.5,Clear,0,0
58.0,83.7,70.2,Snow,0,0
76.0,47.9,49.5,Clear,1,1
81.4,52.1,61.0,Clear,1,1
25.1,97.6,79.3,Clear,0,0
28.4,100.0,69.9,Clear,0,0
81.3,29.1,60.0,Clear,1,1
67.3,71.1,65.7,Clear,0,0
77.2,52.3,67.9,Clear,1,1
31.6,100.0,84.2,Clear,0,0
57.4,87.4,69.2,Clear,0,0
65.0,83.7,49.9,Rain,0,0
63.6,72.8,86.3,Clear,1,0
45.3,79.8,55.0,Rain,0,0
19.0,100.0,89.1,Snow,0,0
57.1,73.5,68.7,Rain,1,1
35.0,89.0,61.5,Snow,0,0
48.2,91.9,66.7,Clear,0,0
82.2,32.2,53.5,Clear,1,1
44.7,100.0,82.4,Clear,1,0
74.3,68.8,50.4,Clear,0,0
30.6,82.4,72.3,Rain,1,0
63.1,74.5,38.6,Clear,0,0
83.5,18.6,71.2,Clear,1,1
24.8,91.0,66.6,Rain,0,0
18.6,100.0,83.0,Clear,0,0
47.1,85.1,67.4,Clear,0,0
24.2,100.0,76.5,Clear,0,0
68.1,61.5,68.0,Snow,1,0
79.3,53.3,72.2,Rain,1,1
47.1,83.9,70.9,Clear,0,0
35.3,93.2,79.6,Clear,0,0
47.1,87.6,71.6,Clear,0,0
66.5,67.5,70.8,Clear,0,0
18.6,90.5,75.1,Rain,0,0
57.5,91.9,75.0,Clear,0,0
59.1,86.8,74.7,Clear,0,1
60.7,91.3,73.7,Snow,0,0
34.2,96.1,66.9,Rain,1,0
65.8,80.3,59.2,Rain,0,0
24.1,83.7,79.9,Clear,0,0
31.4,92.5,61.0,Clear,0,0
76.8,52.7,72.4,Clear,0,1
67.5,90.8,60.1,Rain,0,0
18.9,100.0,82.5,Clear,0,0
34.6,100.0,67.6,Rain,0,0
32.4,99.0,61.0,Snow,0,0
36.1,87.1,66.7,Clear,0,0
34.6,94.3,75.6,Clear,0,0
22.2,100.0,85.1,Rain,0,0
48.7,80.2,69.3,Snow,0,0
67.1,73.1,63.8,Rain,1,1
58.7,82.1,60.4,Clear,0,0
63.1,94.8,66.9,Clear,0,0
23.4,81.2,92.7,Rain,1,0
81.7,50.6,61.5,Rain,1,1
74.2,51.7,65.6,Clear,0,0
71.9,53.6,61.4,Clear,1,1
73.1,71.1,42.9,Rain,0,1
80.5,49.9,44.6,Clear,0,0
54.5,95.5,70.0,Rain,0,1
31.4,100.0,74.5,Clear,0,0
59.3,99.9,67.9,Rain,0,0
67.8,79.0,76.9,Rain,0,0
67.4,74.1,67.5,Clear,0,0
52.9,88.8,78.6,Rain,0,0
22.6,100.0,79.1,Rain,0,0
42.9,83.8,62.0,Snow,1,1
79.7,40.7,54.7,Clear,1,1
57.2,81.9,56.3,Rain,0,0
54.1,68.7,81.2,Rain,0,0
36.0,93.9,80.7,Clear,0,0
42.7,75.0,75.3,Rain,0,0
78.0,50.5,68.4,Clear,1,1
62.7,89.1,41.9,Clear,0,0
70.8,63.6,64.8,Clear,0,1
48.4,100.0,54.7,Clear,0,0
60.2,71.4,63.0,Snow,0,0
34.6,100.0,70.2,Rain,0,0
65.3,86.0,67.7,Clear,0,0
46.6,74.8,70.8,Rain,1,0
47.7,100.0,81.6,Clear,0,0
61.5,82.1,56.6,Clear,1,0
80.7,36.4,62.0,Clear,1,1
22.3,87.0,79.9,Clear,0,0
73.3,59.6,41.5,Clear,1,0
37.6,91.1,63.0,Rain,0,0
47.7,88.9,66.6,Clear,0,0
19.5,97.0,90.5,Clear,0,0
38.2,97.0,76.6,Clear,0,0
51.7,83.4,54.9,Clear,0,0
21.8,83.0,77.1,Snow,0,0
50.9,85.6,87.0,Clear,0,0
80.1,26.0,56.3,Rain,1,1
25.1,100.0,73.9,Clear,0,0
69.2,63.2,64.4,Rain,0,0
45.4,90.3,76.7,Clear,0,0
61.9,93.0,57.9,Snow,0,0
35.4,85.4,78.1,Clear,0,0
28.7,100.0,72.4,Clear,0,0
28.8,92.2,82.9,Snow,0,0
22.7,100.0,79.8,Rain,0,0
30.4,92.1,79.8,Clear,0,0
62.5,75.5,54.6,Snow,1,0
77.1,57.7,48.2,Rain,1,1
72.5,59.6,67.6,Clear,1,1
63.9,74.9,60.8,Clear,0,0
25.4,93.2,79.9,Clear,0,0
37.4,91.9,69.2,Clear,0,0
38.8,100.0,80.7,Rain,0,0
34.7,77.8,67.2,Clear,0,0
52.5,86.4,64.8,Clear,0,0
53.9,90.6,73.5,Rain,0,0
41.9,92.0,82.2,Clear,1,1
41.7,100.0,65.3,Snow,0,0
73.5,60.2,77.4,Snow,1,0
70.9,65.6,62.0,Snow,0,0
38.6,96.5,61.3,Rain,0,0
79.2,47.9,59.2,Clear,1,1
81.8,37.7,50.6,Clear,0,0
39.9,95.4,75.6,Clear,0,0
41.7,85.3,70.1,Clear,0,0
51.9,81.6,67.2,Rain,0,0
81.1,38.4,45.7,Clear,1,1
76.7,63.9,66.4,Snow,0,0
24.9,71.5,65.7,Snow,1,0
44.3,92.6,58.4,Clear,0,0
55.1,85.4,68.8,Clear,0,0
51.7,73.1,82.5,Clear,0,0
31.0,97.3,71.3,Rain,1,0
75.5,59.7,64.0,Rain,0,0
63.4,86.6,72.6,Clear,0,0
74.1,38.0,65.7,Clear,1,1
75.5,66.8,53.9,Clear,1,1
68.1,67.8,49.0,Snow,1,1
47.4,93.7,46.2,Clear,0,0
58.9,89.6,61.0,Clear,0,0
28.7,88.7,87.5,Rain,0,0
63.1,87.2,50.7,Rain,0,0
30.0,92.1,82.2,Rain,0,0
64.5,64.8,51.9,Clear,1,1
33.4,100.0,74.9,Rain,0,0
25.9,90.6,83.9,Clear,0,0
29.1,88.7,69.0,Clear,1,0
18.1,96.7,81.7,Clear,0,0
66.2,80.6,56.6,Clear,0,0
67.1,75.8,67.4,Clear,0,0
52.5,90.6,68.6,Snow,1,1
28.8,85.0,76.2,Clear,0,0
23.6,91.8,93.3,Snow,0,0
19.3,98.6,86.1,Clear,0,0
29.1,100.0,68.7,Clear,0,0
77.7,49.8,55.3,Rain,1,0
34.2,100.0,72.8,Rain,0,0
41.7,90.8,71.3,Clear,0,0
25.1,93.3,102.4,Rain,0,0
32.9,92.1,77.7,Clear,0,0
52.8,84.7,45.7,Snow,0,0
58.7,88.5,58.3,Clear,0,0
34.4,100.0,54.1,Rain,0,0
21.9,100.0,75.2,Clear,0,0
44.2,99.0,49.6,Rain,1,0
33.7,86.0,65.0,Rain,0,0
32.7,90.8,58.9,Clear,0,0
82.3,33.9,58.1,Snow,1,1
59.3,86.0,63.5,Clear,0,0
55.3,82.2,68.1,Clear,1,0
45.9,94.7,67.8,Rain,0,0
46.7,81.1,54.6,Clear,1,1
54.2,85.8,70.6,Clear,0,0
64.7,86.8,80.6,Clear,0,1
65.0,64.6,65.3,Rain,1,0
29.5,100.0,71.1,Clear,0,0
51.5,84.3,52.3,Clear,0,0
45.6,72.8,59.9,Rain,0,0
76.3,55.3,61.2,Rain,1,1
60.3,83.3,73.8,Snow,0,0
53.7,85.1,68.3,Rain,1,1
25.7,100.0,84.9,Rain,0,0
58.6,89.7,70.8,Clear,0,0
25.9,99.2,81.9,Clear,0,0
40.6,94.6,64.4,Rain,0,0
27.6,95.3,77.9,Snow,0,0
64.4,95.7,53.0,Rain,0,0
31.8,82.6,74.6,Clear,0,0
44.3,90.6,72.8,Clear,1,0
78.0,50.5,72.8,Rain,0,0
31.7,100.0,61.4,Rain,0,0
52.0,79.6,71.2,Rain,0,0
46.1,74.8,83.6,Clear,1,1
19.2,100.0,87.1,Clear,0,1
71.1,68.8,67.1,Snow,1,1
22.6,100.0,84.0,Rain,1,0
49.8,77.1,80.3,Clear,0,0
55.6,94.2,54.1,Clear,0,0
60.1,100.0,49.3,Snow,0,0
64.1,78.5,61.5,Rain,0,0
35.0,82.9,51.6,Clear,0,1
18.7,96.5,92.0,Clear,0,0
66.5,77.8,72.8,Clear,0,0
53.9,90.2,61.3,Clear,1,0
74.0,54.8,53.9,Rain,1,1
73.0,74.4,57.3,Clear,0,0
74.5,49.5,57.9,Rain,1,0
50.5,73.1,68.3,Rain,1,1
40.4,99.9,76.6,Clear,0,0
71.0,48.5,57.1,Clear,1,1
48.2,86.3,77.3,Clear,0,0
30.3,100.0,79.5,Clear,0,0
75.3,56.4,51.0,Clear,0,0
77.1,43.1,69.7,Rain,1,1
49.2,87.0,53.9,Rain,0,0
23.1,97.6,77.0,Rain,0,0
44.0,90.9,79.3,Rain,1,0
71.8,70.1,51.2,Rain,1,1
78.4,40.7,58.9,Rain,1,1
31.6,100.0,80.0,Clear,0,0
22.5,100.0,69.6,Snow,0,0
76.8,58.7,55.8,Clear,1,1
44.1,84.5,68.0,Clear,0,0
54.3,95.8,60.0,Clear,0,0
82.9,36.3,77.1,Snow,1,1
22.5,100.0,70.6,Snow,0,0
61.4,75.2,72.7,Rain,0,0
23.0,90.0,74.1,Rain,0,0
43.2,95.4,59.1,Clear,0,0
71.9,61.2,59.5,Snow,1,1
47.0,81.6,74.9,Rain,0,0
84.8,28.5,62.5,Snow,1,1
55.5,90.6,80.6,Clear,0,0
39.5,86.4,100.8,Clear,1,1
32.7,93.2,76.6,Rain,1,1
41.5,90.7,64.0,Clear,0,0
43.0,74.7,74.5,Snow,1,0
22.6,86.4,75.5,Clear,0,0
42.8,92.8,79.4,Snow,0,0
49.1,81.7,54.6,Clear,1,0
66.4,86.2,84.3,Rain,0,0
62.0,90.1,71.0,Clear,0,0
65.5,85.8,44.2,Rain,0,0
18.6,100.0,72.7,Clear,1,0
32.6,93.5,82.3,Snow,0,0
62.3,87.5,74.0,Rain,1,1
50.4,82.4,54.3,Clear,0,0
18.4,100.0,87.0,Snow,0,0
71.9,80.5,39.0,Clear,0,0
69.8,69.8,58.4,Clear,1,1
54.7,88.4,76.4,Clear,0,0
22.5,100.0,72.7,Rain,1,0
69.4,69.6,44.4,Clear,1,1
57.1,79.1,65.8,Clear,1,1
70.4,75.3,53.0,Snow,0,0
68.4,73.7,66.1,Rain,0,1
71.8,66.3,49.6,Clear,0,0
52.7,79.4,58.4,Rain,1,1
27.4,82.5,56.0,Snow,1,0
63.0,83.9,63.7,Clear,0,0
59.6,90.6,61.8,Rain,0,0
67.7,72.8,48.2,Clear,0,0
29.4,100.0,77.4,Rain,1,0
31.1,89.1,85.0,Clear,0,0
77.7,42.4,54.0,Rain,1,1
68.2,72.9,62.6,Clear,0,1
78.9,47.3,58.4,Rain,1,1
68.8,78.2,47.6,Clear,0,1
58.0,77.8,84.6,Clear,0,1
61.8,93.4,57.8,Clear,0,0
77.6,66.8,62.7,Rain,0,1
56.8,84.2,72.2,Clear,0,0
60.4,93.0,61.7,Clear,0,0
28.5,87.4,81.9,Clear,0,0
49.8,95.9,69.8,Rain,0,0
66.0,87.2,46.6,Clear,0,0
36.2,99.6,69.4,Rain,0,0
31.6,94.5,68.5,Clear,0,0
39.0,68.0,67.0,Clear,0,0
34.2,88.4,60.5,Clear,0,0
32.4,89.2,85.5,Snow,0,0
46.5,80.8,84.6,Clear,0,0
78.8,49.0,65.4,Clear,1,1
52.0,83.1,79.1,Clear,0,0
30.6,88.4,71.5,Rain,0,0
23.2,89.5,71.6,Clear,0,0
64.6,75.6,53.6,Rain,0,0
43.6,98.7,76.2,Clear,0,0
73.1,56.6,60.2,Clear,0,0
62.2,78.2,61.6,Clear,0,0
71.3,62.3,71.6,Rain,1,1
36.2,95.4,76.8,Rain,1,0
64.4,85.1,53.1,Clear,0,0
35.7,68.6,66.1,Snow,1,1
80.9,51.2,61.7,Clear,1,1
60.6,94.4,73.4,Rain,0,0
39.7,82.9,76.8,Clear,0,0
36.1,85.0,91.7,Clear,0,0
30.8,91.3,91.2,Rain,0,0
64.5,75.3,65.8,Rain,0,1
32.7,95.9,65.8,Clear,0,0
57.9,68.5,50.9,Clear,0,0
35.7,84.0,69.0,Clear,0,0
62.4,94.6,69.8,Rain,1,0
72.6,55.5,76.4,Clear,1,1
70.1,78.8,63.3,Rain,1,0
69.0,74.5,71.3,Clear,0,0
30.6,80.5,72.5,Clear,0,0
23.9,100.0,83.9,Clear,0,0
64.8,80.3,69.5,Clear,1,1
42.7,86.5,50.3,Clear,0,0
47.0,90.4,64.3,Clear,0,0
20.1,100.0,88.7,Rain,0,0
35.4,98.7,75.8,Clear,0,0
20.3,100.0,67.1,Rain,0,0
76.9,55.9,32.1,Clear,0,0
34.3,82.5,69.8,Snow,0,0
55.3,81.3,64.3,Snow,1,1
20.6,100.0,70.1,Rain,0,0
62.7,87.9,63.6,Rain,0,0
39.6,100.0,76.4,Clear,0,0
78.2,60.8,62.6,Rain,1,1
77.5,53.1,32.6,Snow,1,1
39.8,93.7,58.1,Clear,0,0
78.4,48.8,52.8,Clear,1,1
84.7,19.9,59.0,Clear,1,1
73.3,61.4,62.8,Clear,1,0
74.6,67.8,62.1,Clear,0,0
34.7,88.5,69.5,Clear,0,0
56.6,87.8,61.3,Clear,0,1
22.5,100.0,70.9,Snow,0,0
24.4,90.2,85.1,Clear,0,0
84.9,29.8,44.0,Rain,0,0
39.9,83.1,79.7,Clear,0,0
68.1,67.1,62.0,Clear,0,0
72.0,54.0,57.9,Clear,0,1
75.5,48.8,50.4,Clear,0,0
84.8,44.9,39.7,Clear,0,1
34.2,86.2,67.1,Clear,0,0
20.7,99.9,75.6,Clear,0,0
45.5,85.0,45.3,Rain,1,1
26.7,100.0,74.5,Clear,0,0
19.5,100.0,88.6,Clear,0,0
42.1,97.3,76.0,Rain,1,1
70.5,70.4,54.0,Clear,0,0
55.9,83.0,65.3,Clear,1,1
39.0,82.1,66.1,Clear,0,0
61.8,98.0,64.0,Clear,0,0
33.5,87.7,89.2,Clear,1,0
19.0,100.0,89.3,Clear,0,0
69.2,79.6,64.7,Clear,0,0
59.8,78.8,58.4,Rain,0,1
69.1,79.7,67.1,Clear,0,0
20.6,100.0,62.1,Clear,0,0
74.1,73.2,55.0,Snow,0,1
59.5,79.6,69.2,Rain,0,0
55.7,74.6,72.3,Clear,0,0
59.8,79.2,70.0,Snow,1,1
75.9,56.7,59.8,Clear,0,0
57.3,84.7,62.3,Clear,0,0
56.9,81.3,69.8,Snow,0,1
84.4,19.4,43.9,Rain,1,1
68.7,76.1,51.3,Clear,0,0
47.6,100.0,68.8,Rain,0,0
65.4,84.0,62.8,Rain,0,0
44.1,94.4,51.3,Clear,0,0
33.3,98.4,78.4,Clear,0,0
58.0,87.2,71.7,Clear,1,1
80.2,52.2,54.4,Snow,1,1
80.3,47.8,78.8,Clear,1,1
40.9,88.3,64.0,Rain,0,1
53.4,79.5,62.2,Clear,1,1
32.2,92.3,70.4,Clear,0,0
84.7,36.4,52.6,Rain,1,1
83.7,33.7,50.4,Rain,1,1
61.5,85.1,48.5,Clear,0,0
71.9,68.2,53.0,Clear,0,0
65.9,85.7,59.9,Clear,0,1
57.7,94.4,76.4,Clear,0,0
21.6,99.2,100.6,Clear,0,0
48.5,77.4,81.2,Rain,0,1
63.2,79.2,54.2,Clear,0,0
63.4,82.2,54.9,Clear,0,0
43.0,75.3,68.4,Clear,0,0
81.1,53.7,72.6,Snow,1,1
29.2,96.7,73.9,Clear,1,1
51.5,89.6,53.3,Rain,0,0
64.3,92.4,56.5,Clear,0,0
64.7,76.3,68.9,Clear,0,0
61.5,87.2,69.5,Clear,0,0
36.4,91.7,70.6,Clear,0,0
28.5,94.3,82.6,Rain,0,0
60.6,76.8,40.2,Clear,0,0
58.2,97.3,65.0,Rain,0,0
30.0,92.2,83.8,Clear,0,0
65.2,86.2,52.8,Clear,0,0
48.5,72.8,59.4,Clear,0,1
62.7,91.5,43.4,Rain,0,0
74.1,67.8,73.5,Rain,1,1
29.4,96.2,68.2,Rain,0,0
19.3,97.7,81.9,Clear,0,0
70.2,71.9,65.2,Rain,0,0
58.8,100.0,78.8,Clear,0,0
64.9,67.1,59.7,Rain,0,1
74.2,65.5,52.1,Snow,1,1
71.8,57.6,60.2,Clear,1,0
82.4,39.3,67.1,Clear,1,1
53.9,83.7,63.9,Rain,0,1
50.7,83.5,57.4,Rain,0,0
44.9,89.1,53.8,Clear,0,0
28.3,86.8,63.7,Snow,0,0
56.4,92.9,73.3,Rain,0,1
36.6,78.2,69.4,Clear,0,0
