Weather,Road_Type,Time_of_Day,Traffic_Density,Speed_Limit,Number_of_Vehicles,Driver_Alcohol,Accident_Severity,Road_Condition,Vehicle_Type,Driver_Age,Driver_Experience,Road_Light_Condition,Accident
Rainy,City Road,Afternoon,1.0,50.0,4.0,0.0,None,Wet,Motorcycle,32.0,18.0,Daylight,0.0
Clear,Highway,Evening,1.0,100.0,4.0,0.0,None,Dry,Car,18.0,1.0,Daylight,0.0
Stormy,Rural Road,Afternoon,1.0,60.0,2.0,0.0,None,Icy,Car,20.0,2.0,Daylight,0.0
Rainy,City Road,Morning,2.0,60.0,4.0,0.0,Low,Wet,Car,28.0,12.0,Daylight,1.0
Rainy,City Road,Night,1.0,60.0,2.0,1.0,None,Dry,Car,50.0,33.0,Artificial Light,0.0
Clear,Rural Road,Afternoon,1.0,80.0,4.0,0.0,None,Under Construction,Car,42.0,26.0,Daylight,0.0
Clear,Rural Road,Evening,2.0,80.0,5.0,0.0,None,Dry,Car,37.0,23.0,Artificial Light,0.0
Foggy,Highway,Morning,1.0,100.0,5.0,0.0,Low,Dry,Car,48.0,31.0,Daylight,1.0
Clear,City Road,Morning,2.0,50.0,4.0,0.0,None,Dry,Car,55.0,40.0,Daylight,0.0
Snowy,Highway,Afternoon,1.0,120.0,3.0,0.0,Low,Wet,Truck,40.0,21.0,Daylight,1.0
Clear,Rural Road,Afternoon,0.0,60.0,2.0,0.0,None,Dry,Car,72.0,58.0,Daylight,0.0
Clear,Rural Road,Morning,1.0,80.0,5.0,0.0,None,Dry,Car,61.0,47.0,Daylight,0.0
Foggy,City Road,Evening,2.0,30.0,5.0,1.0,None,Dry,Car,67.0,47.0,Artificial Light,0.0
Foggy,Highway,Morning,1.0,100.0,5.0,0.0,Moderate,Wet,Car,18.0,0.0,Daylight,1.0
Stormy,City Road,Afternoon,1.0,50.0,2.0,0.0,None,Under Construction,Car,66.0,45.0,Daylight,0.0
Clear,City Road,Afternoon,2.0,50.0,5.0,0.0,None,Under Construction,Car,35.0,17.0,Daylight,0.0
Rainy,Rural Road,Morning,2.0,60.0,7.0,0.0,Low,Wet,Bus,50.0,34.0,Daylight,1.0
Stormy,Highway,Morning,0.0,120.0,4.0,0.0,None,Icy,Car,29.0,16.0,Daylight,0.0
Clear,Rural Road,Afternoon,0.0,80.0,3.0,0.0,None,Wet,Car,18.0,0.0,Daylight,0.0
Stormy,Highway,Afternoon,1.0,120.0,3.0,0.0,None,Wet,Car,59.0,37.0,Daylight,0.0
Rainy,Highway,Morning,1.0,120.0,3.0,0.0,None,Wet,Car,54.0,30.0,Daylight,0.0
Snowy,Highway,Afternoon,2.0,120.0,5.0,0.0,None,Icy,Car,30.0,8.0,Daylight,0.0
Clear,Highway,Morning,2.0,100.0,7.0,0.0,None,Dry,Car,23.0,6.0,Daylight,0.0
Stormy,Rural Road,Evening,0.0,80.0,2.0,0.0,None,Wet,Truck,21.0,6.0,No Light,0.0
Clear,Rural Road,Morning,1.0,80.0,2.0,0.0,None,Wet,Car,37.0,25.0,Daylight,0.0
Clear,City Road,Afternoon,1.0,30.0,2.0,0.0,None,Dry,Truck,20.0,6.0,Daylight,0.0
Clear,Highway,Afternoon,1.0,100.0,4.0,0.0,None,Dry,Car,51.0,30.0,Daylight,0.0
Rainy,City Road,Afternoon,1.0,50.0,5.0,0.0,None,Wet,Car,64.0,40.0,Daylight,0.0
Clear,City Road,Afternoon,1.0,30.0,2.0,0.0,Low,Dry,Car,22.0,4.0,Daylight,1.0
Rainy,City Road,Morning,2.0,60.0,6.0,1.0,High,Wet,Car,35.0,17.0,Daylight,1.0
Foggy,Highway,Night,2.0,100.0,5.0,0.0,Moderate,Dry,Car,33.0,14.0,Artificial Light,1.0
Rainy,Highway,Night,1.0,120.0,5.0,0.0,High,Wet,Car,62.0,39.0,Artificial Light,1.0
Clear,City Road,Night,1.0,60.0,3.0,0.0,Low,Dry,Car,75.0,58.0,Artificial Light,1.0
Rainy,City Road,Afternoon,1.0,60.0,2.0,0.0,None,Wet,Truck,71.0,52.0,Daylight,0.0
Clear,City Road,Morning,1.0,50.0,3.0,0.0,None,Dry,Truck,33.0,14.0,Daylight,0.0
Rainy,Highway,Afternoon,1.0,100.0,4.0,1.0,High,Wet,Car,26.0,4.0,Daylight,1.0
Clear,City Road,Morning,1.0,50.0,3.0,0.0,None,Dry,Car,52.0,39.0,Daylight,0.0
Snowy,Highway,Evening,2.0,120.0,6.0,1.0,Moderate,Icy,Car,38.0,20.0,Daylight,1.0
Clear,City Road,Morning,1.0,60.0,5.0,0.0,None,Wet,Motorcycle,64.0,46.0,Daylight,0.0
Snowy,Rural Road,Evening,1.0,50.0,4.0,0.0,None,Icy,Car,62.0,46.0,Artificial Light,0.0
Clear,City Road,Night,1.0,30.0,2.0,0.0,None,Wet,Car,50.0,29.0,Artificial Light,0.0
Clear,Mountain Road,Afternoon,1.0,30.0,2.0,0.0,None,Dry,Car,29.0,10.0,Daylight,0.0
Rainy,City Road,Morning,2.0,30.0,7.0,0.0,Low,Wet,Truck,66.0,48.0,Daylight,1.0
Rainy,Rural Road,Night,0.0,80.0,2.0,0.0,None,Wet,Car,55.0,35.0,No Light,0.0
Snowy,City Road,Afternoon,1.0,50.0,2.0,0.0,None,Icy,Car,47.0,28.0,Daylight,0.0
Clear,Highway,Afternoon,2.0,120.0,6.0,0.0,High,Dry,Car,18.0,7.0,Daylight,1.0
Clear,City Road,Afternoon,1.0,50.0,2.0,0.0,None,Dry,Truck,50.0,31.0,Daylight,0.0
Clear,Highway,Evening,2.0,120.0,6.0,0.0,None,Dry,Car,70.0,51.0,Artificial Light,0.0
Rainy,Rural Road,Night,1.0,60.0,3.0,0.0,None,Wet,Motorcycle,58.0,32.0,No Light,0.0
Clear,City Road,Morning,2.0,50.0,5.0,0.0,None,Dry,Car,20.0,6.0,Daylight,0.0
Clear,Highway,Evening,2.0,100.0,6.0,0.0,None,Dry,Motorcycle,21.0,8.0,Artificial Light,0.0
Rainy,Rural Road,Evening,1.0,60.0,3.0,0.0,Low,Wet,Car,28.0,13.0,No Light,1.0
Stormy,Rural Road,Evening,1.0,60.0,5.0,0.0,None,Icy,Car,58.0,41.0,No Light,0.0
Stormy,Highway,Afternoon,0.0,120.0,3.0,0.0,None,Wet,Car,42.0,26.0,Daylight,0.0
Clear,City Road,Afternoon,1.0,50.0,3.0,0.0,None,Wet,Car,48.0,27.0,Daylight,0.0
Snowy,Rural Road,Evening,0.0,80.0,4.0,0.0,High,Icy,Car,38.0,17.0,No Light,1.0
Clear,City Road,Afternoon,2.0,50.0,5.0,0.0,None,Dry,Car,69.0,49.0,Daylight,0.0
Rainy,Mountain Road,Night,0.0,50.0,1.0,0.0,None,Dry,Truck,19.0,0.0,No Light,0.0
Foggy,City Road,Morning,2.0,60.0,5.0,0.0,None,Wet,Car,46.0,29.0,Daylight,0.0
Clear,Highway,Afternoon,1.0,100.0,5.0,0.0,None,Dry,Car,20.0,7.0,Daylight,0.0
Rainy,Highway,Afternoon,1.0,100.0,3.0,0.0,Moderate,Wet,Car,62.0,46.0,Daylight,1.0
Foggy,Mountain Road,Afternoon,0.0,50.0,2.0,0.0,None,Dry,Truck,58.0,37.0,Daylight,0.0
Stormy,City Road,Afternoon,2.0,30.0,4.0,0.0,None,Under Construction,Car,27.0,10.0,Daylight,0.0
Foggy,Mountain Road,Morning,1.0,30.0,2.0,0.0,None,Wet,Car,37.0,26.0,Daylight,0.0
Clear,Highway,Afternoon,2.0,100.0,10.0,0.0,Low,Dry,Car,41.0,28.0,Daylight,1.0
Stormy,Mountain Road,Afternoon,0.0,50.0,1.0,0.0,None,Wet,Car,32.0,12.0,Daylight,0.0
Foggy,Highway,Night,1.0,100.0,3.0,0.0,Moderate,Wet,Car,42.0,18.0,Artificial Light,1.0
Foggy,Highway,Evening,1.0,120.0,4.0,0.0,Moderate,Wet,Car,18.0,0.0,Daylight,1.0
Foggy,Highway,Morning,1.0,120.0,4.0,0.0,None,Dry,Car,43.0,26.0,Daylight,0.0
Clear,Rural Road,Evening,1.0,60.0,4.0,0.0,Moderate,Wet,Truck,74.0,58.0,No Light,1.0
Stormy,Highway,Evening,0.0,100.0,3.0,0.0,None,Under Construction,Car,39.0,18.0,Artificial Light,0.0
Rainy,Rural Road,Afternoon,1.0,50.0,3.0,0.0,None,Wet,Car,51.0,38.0,Daylight,0.0
Clear,City Road,Evening,1.0,50.0,3.0,0.0,None,Dry,Motorcycle,25.0,5.0,Artificial Light,0.0
Rainy,City Road,Morning,2.0,60.0,4.0,0.0,Low,Wet,Car,36.0,10.0,Daylight,1.0
Clear,Rural Road,Evening,0.0,80.0,4.0,0.0,None,Dry,Car,28.0,7.0,Artificial Light,0.0
Clear,Rural Road,Morning,0.0,80.0,2.0,0.0,None,Dry,Car,22.0,10.0,Daylight,0.0
Rainy,Rural Road,Evening,1.0,80.0,4.0,0.0,None,Wet,Car,75.0,54.0,No Light,0.0
Clear,City Road,Morning,2.0,60.0,6.0,0.0,None,Under Construction,Truck,74.0,58.0,Daylight,0.0
Clear,Highway,Afternoon,1.0,120.0,4.0,0.0,None,Dry,Car,32.0,13.0,Daylight,0.0
Rainy,Highway,Afternoon,0.0,120.0,4.0,0.0,None,Under Construction,Car,23.0,9.0,Daylight,0.0
Stormy,Highway,Night,0.0,80.0,4.0,0.0,Low,Wet,Car,47.0,24.0,Artificial Light,1.0
Clear,Highway,Night,2.0,100.0,5.0,0.0,None,Dry,Motorcycle,32.0,7.0,Artificial Light,0.0
Clear,Highway,Night,0.0,100.0,3.0,0.0,None,Dry,Car,55.0,40.0,No Light,0.0
Clear,Highway,Afternoon,2.0,120.0,5.0,0.0,None,Dry,Car,30.0,14.0,Daylight,0.0
Foggy,City Road,Afternoon,0.0,30.0,2.0,0.0,None,Wet,Car,51.0,34.0,Daylight,0.0
Rainy,City Road,Night,1.0,30.0,2.0,0.0,None,Under Construction,Car,68.0,56.0,No Light,0.0
Foggy,Mountain Road,Afternoon,0.0,60.0,2.0,0.0,None,Dry,Car,35.0,23.0,Daylight,0.0
Rainy,Rural Road,Morning,1.0,80.0,2.0,0.0,None,Wet,Car,59.0,38.0,Daylight,0.0
Foggy,Rural Road,Evening,0.0,80.0,2.0,1.0,Moderate,Wet,Motorcycle,20.0,0.0,Artificial Light,1.0
Rainy,Highway,Night,0.0,120.0,2.0,0.0,None,Wet,Car,57.0,40.0,Artificial Light,0.0
Foggy,Highway,Morning,1.0,120.0,3.0,0.0,None,Dry,Car,44.0,25.0,Daylight,0.0
Stormy,Rural Road,Evening,1.0,80.0,4.0,0.0,None,Wet,Car,70.0,46.0,No Light,0.0
Rainy,Highway,Evening,0.0,80.0,2.0,1.0,None,Wet,Car,49.0,32.0,Artificial Light,0.0
Stormy,City Road,Evening,2.0,50.0,9.0,0.0,Moderate,Wet,Car,39.0,23.0,Daylight,1.0
Rainy,City Road,Afternoon,2.0,50.0,5.0,0.0,None,Wet,Car,19.0,0.0,Daylight,0.0
Stormy,City Road,Afternoon,1.0,60.0,2.0,0.0,None,Wet,Car,59.0,44.0,Daylight,0.0
Clear,Rural Road,Night,1.0,60.0,3.0,0.0,None,Under Construction,Truck,70.0,55.0,No Light,0.0
Snowy,Rural Road,Evening,1.0,50.0,6.0,0.0,High,Icy,Car,32.0,12.0,No Light,1.0
Clear,Highway,Night,2.0,100.0,6.0,0.0,None,Dry,Car,49.0,33.0,Artificial Light,0.0
Clear,Highway,Afternoon,1.0,120.0,4.0,0.0,None,Wet,Truck,64.0,50.0,Daylight,0.0
Clear,Highway,Morning,2.0,120.0,5.0,0.0,None,Dry,Car,48.0,34.0,Daylight,0.0
Rainy,Highway,Afternoon,2.0,120.0,5.0,0.0,None,Wet,Car,40.0,22.0,Daylight,0.0
Foggy,Rural Road,Evening,2.0,80.0,5.0,0.0,None,Dry,Truck,50.0,34.0,Artificial Light,0.0
Snowy,Highway,Night,0.0,120.0,2.0,0.0,None,Wet,Motorcycle,58.0,40.0,Artificial Light,0.0
Rainy,Highway,Afternoon,0.0,80.0,3.0,0.0,None,Wet,Motorcycle,46.0,25.0,Daylight,0.0
Clear,Highway,Morning,2.0,120.0,5.0,0.0,None,Dry,Car,35.0,14.0,Daylight,0.0
Clear,City Road,Night,1.0,50.0,4.0,0.0,None,Dry,Car,36.0,16.0,Artificial Light,0.0
Clear,City Road,Afternoon,1.0,30.0,4.0,0.0,None,Dry,Car,61.0,47.0,Daylight,0.0
Stormy,City Road,Night,1.0,50.0,3.0,0.0,None,Wet,Car,55.0,40.0,Artificial Light,0.0
Clear,City Road,Morning,2.0,50.0,4.0,0.0,Low,Wet,Car,35.0,19.0,Daylight,1.0
Clear,City Road,Afternoon,2.0,50.0,4.0,0.0,None,Dry,Car,62.0,45.0,Daylight,0.0
Clear,Mountain Road,Evening,1.0,50.0,6.0,0.0,None,Dry,Truck,73.0,50.0,Artificial Light,0.0
Rainy,Mountain Road,Evening,2.0,30.0,6.0,0.0,None,Dry,Car,66.0,48.0,No Light,0.0
Clear,City Road,Afternoon,2.0,50.0,5.0,0.0,None,Dry,Car,67.0,48.0,Daylight,0.0
Rainy,Highway,Morning,2.0,80.0,8.0,0.0,Moderate,Wet,Car,18.0,1.0,Daylight,1.0
Rainy,City Road,Afternoon,1.0,60.0,6.0,0.0,High,Wet,Motorcycle,18.0,9.0,Daylight,1.0
Rainy,Rural Road,Morning,1.0,60.0,2.0,0.0,None,Wet,Truck,29.0,9.0,Daylight,0.0
Foggy,City Road,Morning,2.0,50.0,4.0,0.0,None,Under Construction,Car,71.0,52.0,Daylight,0.0
Rainy,City Road,Morning,2.0,50.0,5.0,0.0,None,Wet,Car,20.0,0.0,Daylight,0.0
Stormy,Highway,Morning,1.0,100.0,3.0,0.0,None,Wet,Car,58.0,43.0,Daylight,0.0
Clear,City Road,Morning,2.0,30.0,5.0,0.0,Low,Wet,Truck,36.0,19.0,Daylight,1.0
Rainy,City Road,Afternoon,1.0,30.0,2.0,0.0,None,Wet,Truck,20.0,1.0,Daylight,0.0
Clear,City Road,Evening,2.0,30.0,5.0,0.0,None,Dry,Car,72.0,54.0,Artificial Light,0.0
Clear,City Road,Evening,2.0,30.0,5.0,0.0,None,Dry,Truck,24.0,2.0,Artificial Light,0.0
Rainy,City Road,Afternoon,1.0,50.0,3.0,0.0,None,Wet,Car,50.0,37.0,Daylight,0.0
Clear,City Road,Night,1.0,50.0,3.0,0.0,None,Dry,Car,52.0,36.0,Artificial Light,0.0
Clear,Rural Road,Evening,2.0,80.0,6.0,0.0,None,Dry,Truck,31.0,15.0,No Light,0.0
Clear,Rural Road,Afternoon,0.0,80.0,2.0,0.0,None,Dry,Truck,61.0,46.0,Daylight,0.0
Clear,City Road,Afternoon,1.0,30.0,2.0,0.0,Low,Under Construction,Truck,29.0,17.0,Daylight,1.0
Stormy,City Road,Night,0.0,60.0,1.0,1.0,None,Wet,Car,27.0,4.0,Artificial Light,0.0
Stormy,Highway,Afternoon,1.0,100.0,3.0,0.0,None,Wet,Car,59.0,43.0,Daylight,0.0
Rainy,Highway,Night,1.0,120.0,3.0,0.0,Low,Wet,Car,51.0,33.0,No Light,1.0
Clear,Highway,Evening,2.0,80.0,6.0,0.0,None,Dry,Car,23.0,8.0,Artificial Light,0.0
Rainy,Rural Road,Night,0.0,60.0,1.0,0.0,None,Wet,Car,69.0,47.0,Artificial Light,0.0
Clear,Rural Road,Afternoon,0.0,60.0,1.0,0.0,None,Dry,Car,72.0,53.0,Daylight,0.0
Snowy,Rural Road,Evening,0.0,50.0,2.0,0.0,Low,Icy,Car,32.0,7.0,No Light,1.0
Clear,Rural Road,Afternoon,1.0,50.0,5.0,0.0,None,Dry,Car,58.0,42.0,Daylight,0.0
Stormy,City Road,Evening,1.0,30.0,4.0,0.0,None,Wet,Bus,28.0,11.0,Artificial Light,0.0
Rainy,City Road,Afternoon,2.0,50.0,4.0,0.0,None,Dry,Motorcycle,52.0,40.0,Daylight,0.0
Clear,City Road,Morning,1.0,50.0,3.0,0.0,None,Dry,Truck,63.0,45.0,Daylight,0.0
Rainy,City Road,Afternoon,2.0,50.0,5.0,0.0,None,Dry,Car,56.0,34.0,Daylight,0.0
Snowy,City Road,Morning,2.0,60.0,6.0,0.0,None,Icy,Car,45.0,25.0,Daylight,0.0
Foggy,City Road,Night,1.0,50.0,3.0,0.0,None,Wet,Car,51.0,33.0,Artificial Light,0.0
Stormy,City Road,Morning,0.0,60.0,6.0,0.0,None,Under Construction,Car,30.0,17.0,Daylight,0.0
Rainy,Highway,Evening,2.0,80.0,6.0,0.0,Low,Wet,Truck,35.0,19.0,Artificial Light,1.0
Clear,Highway,Evening,2.0,120.0,6.0,0.0,None,Wet,Car,70.0,45.0,Artificial Light,0.0
Clear,City Road,Morning,2.0,50.0,5.0,0.0,None,Dry,Car,34.0,18.0,Daylight,0.0
Foggy,Highway,Night,1.0,120.0,3.0,0.0,None,Dry,Truck,42.0,17.0,Artificial Light,0.0
Snowy,Mountain Road,Afternoon,0.0,30.0,1.0,0.0,None,Wet,Car,32.0,6.0,Daylight,0.0
Foggy,Highway,Afternoon,0.0,120.0,5.0,0.0,None,Dry,Car,63.0,44.0,Daylight,0.0
Stormy,City Road,Morning,1.0,60.0,2.0,1.0,None,Wet,Car,33.0,12.0,Daylight,0.0
Rainy,City Road,Afternoon,2.0,50.0,5.0,0.0,None,Wet,Motorcycle,27.0,5.0,Daylight,0.0
Clear,City Road,Afternoon,0.0,50.0,1.0,0.0,None,Wet,Car,31.0,7.0,Daylight,0.0
Rainy,Highway,Evening,1.0,120.0,4.0,0.0,None,Wet,Truck,32.0,18.0,Artificial Light,0.0
Rainy,Highway,Night,2.0,120.0,6.0,1.0,None,Dry,Car,57.0,35.0,Artificial Light,0.0
Clear,Mountain Road,Night,0.0,30.0,4.0,0.0,None,Dry,Car,43.0,23.0,Artificial Light,0.0
Rainy,Highway,Morning,0.0,100.0,2.0,0.0,None,Dry,Car,52.0,30.0,Daylight,0.0
Clear,Highway,Night,2.0,120.0,5.0,0.0,Moderate,Wet,Truck,30.0,12.0,Artificial Light,1.0
Stormy,Highway,Morning,1.0,80.0,5.0,0.0,None,Icy,Car,73.0,57.0,Daylight,0.0
Snowy,City Road,Afternoon,1.0,60.0,4.0,0.0,None,Icy,Truck,54.0,33.0,Daylight,0.0
Snowy,Rural Road,Night,0.0,60.0,1.0,0.0,None,Wet,Truck,73.0,48.0,No Light,0.0
Rainy,Highway,Night,2.0,100.0,7.0,0.0,None,Dry,Car,56.0,31.0,Artificial Light,0.0
Foggy,Mountain Road,Evening,0.0,30.0,2.0,1.0,High,Wet,Motorcycle,35.0,10.0,No Light,1.0
Snowy,City Road,Night,2.0,50.0,5.0,0.0,Moderate,Wet,Car,49.0,35.0,Artificial Light,1.0
Rainy,Highway,Evening,2.0,120.0,6.0,0.0,Low,Wet,Car,40.0,26.0,Daylight,1.0
Clear,City Road,Afternoon,0.0,50.0,1.0,0.0,None,Dry,Car,75.0,50.0,Daylight,0.0
Clear,City Road,Morning,2.0,50.0,6.0,0.0,None,Dry,Truck,52.0,35.0,Daylight,0.0
Clear,Highway,Morning,2.0,80.0,6.0,0.0,None,Dry,Car,43.0,34.0,Daylight,0.0
Clear,Rural Road,Evening,0.0,60.0,2.0,0.0,None,Dry,Car,18.0,0.0,No Light,0.0
Stormy,City Road,Morning,1.0,50.0,5.0,0.0,Low,Wet,Car,22.0,10.0,Daylight,1.0
Stormy,Highway,Afternoon,2.0,100.0,7.0,0.0,None,Wet,Bus,63.0,37.0,Daylight,0.0
Rainy,Rural Road,Evening,2.0,80.0,6.0,0.0,Moderate,Wet,Car,67.0,50.0,Artificial Light,1.0
Clear,Rural Road,Morning,2.0,50.0,6.0,0.0,None,Wet,Motorcycle,65.0,45.0,Daylight,0.0
Foggy,Rural Road,Night,1.0,50.0,2.0,0.0,None,Dry,Car,43.0,20.0,No Light,0.0
Rainy,Highway,Evening,2.0,120.0,6.0,0.0,None,Dry,Motorcycle,26.0,8.0,Artificial Light,0.0
Rainy,City Road,Morning,2.0,50.0,4.0,0.0,None,Wet,Truck,29.0,15.0,Daylight,0.0
Clear,City Road,Evening,2.0,60.0,5.0,0.0,None,Dry,Car,21.0,6.0,Artificial Light,0.0
Snowy,Highway,Afternoon,2.0,100.0,6.0,0.0,Moderate,Icy,Car,73.0,50.0,Daylight,1.0
Snowy,Highway,Afternoon,1.0,80.0,3.0,0.0,None,Wet,Car,50.0,28.0,Daylight,0.0
Clear,Highway,Morning,2.0,100.0,6.0,0.0,None,Dry,Car,22.0,8.0,Daylight,0.0
Clear,Highway,Evening,1.0,120.0,6.0,0.0,None,Dry,Car,24.0,3.0,Artificial Light,0.0
Clear,City Road,Afternoon,1.0,50.0,6.0,0.0,None,Dry,Car,38.0,13.0,Daylight,0.0
Stormy,Rural Road,Morning,2.0,60.0,4.0,0.0,None,Wet,Car,68.0,49.0,Daylight,0.0
Snowy,City Road,Morning,1.0,50.0,2.0,0.0,None,Icy,Car,45.0,25.0,Daylight,0.0
Clear,Rural Road,Evening,1.0,60.0,4.0,0.0,None,Dry,Car,56.0,39.0,Artificial Light,0.0
Clear,City Road,Afternoon,2.0,30.0,5.0,0.0,None,Dry,Car,29.0,16.0,Daylight,0.0
Clear,Rural Road,Morning,0.0,60.0,2.0,0.0,None,Under Construction,Car,74.0,56.0,Daylight,0.0
Clear,Highway,Afternoon,2.0,100.0,6.0,1.0,None,Dry,Motorcycle,45.0,24.0,Daylight,0.0
Clear,City Road,Afternoon,0.0,50.0,2.0,0.0,Low,Dry,Truck,21.0,3.0,Daylight,1.0
Rainy,City Road,Afternoon,1.0,30.0,5.0,0.0,None,Dry,Car,29.0,13.0,Daylight,0.0
Foggy,Highway,Night,2.0,120.0,5.0,0.0,Moderate,Dry,Car,45.0,20.0,No Light,1.0
Rainy,City Road,Afternoon,1.0,50.0,4.0,0.0,None,Dry,Car,59.0,44.0,Daylight,0.0
Clear,City Road,Evening,2.0,60.0,6.0,0.0,None,Dry,Car,71.0,49.0,Artificial Light,0.0
Clear,City Road,Evening,2.0,30.0,5.0,0.0,Low,Under Construction,Car,21.0,4.0,Artificial Light,1.0
Rainy,City Road,Morning,2.0,50.0,5.0,0.0,None,Wet,Car,57.0,36.0,Daylight,0.0
Foggy,City Road,Morning,2.0,50.0,4.0,0.0,Low,Wet,Car,48.0,30.0,Daylight,1.0
Clear,City Road,Morning,1.0,50.0,5.0,0.0,None,Wet,Car,73.0,58.0,Daylight,0.0
Foggy,City Road,Evening,1.0,60.0,4.0,0.0,None,Dry,Truck,29.0,17.0,Artificial Light,0.0
Rainy,Rural Road,Evening,1.0,80.0,3.0,0.0,None,Wet,Truck,48.0,29.0,No Light,0.0
Rainy,Mountain Road,Afternoon,1.0,30.0,2.0,0.0,None,Dry,Motorcycle,31.0,12.0,Daylight,0.0
Foggy,City Road,Afternoon,2.0,60.0,4.0,0.0,Moderate,Wet,Truck,55.0,38.0,Daylight,1.0
Rainy,City Road,Night,0.0,60.0,1.0,0.0,None,Wet,Motorcycle,54.0,40.0,Artificial Light,0.0
Snowy,City Road,Night,1.0,50.0,6.0,1.0,Moderate,Icy,Car,40.0,17.0,Artificial Light,1.0
Rainy,City Road,Morning,2.0,50.0,6.0,0.0,None,Wet,Car,29.0,13.0,Daylight,0.0
Clear,Rural Road,Afternoon,1.0,50.0,4.0,0.0,None,Wet,Car,46.0,29.0,Daylight,0.0
Clear,City Road,Evening,2.0,60.0,5.0,0.0,Low,Dry,Motorcycle,46.0,34.0,Artificial Light,1.0
Clear,City Road,Afternoon,1.0,50.0,2.0,0.0,None,Dry,Car,21.0,2.0,Daylight,0.0
Snowy,Rural Road,Morning,1.0,80.0,3.0,1.0,Low,Icy,Truck,68.0,46.0,Daylight,1.0
Stormy,City Road,Morning,1.0,50.0,6.0,0.0,Low,Wet,Car,71.0,54.0,Daylight,1.0
Snowy,Rural Road,Evening,2.0,60.0,6.0,0.0,Low,Wet,Car,45.0,25.0,Artificial Light,1.0
Clear,Mountain Road,Afternoon,1.0,30.0,4.0,0.0,None,Dry,Car,18.0,0.0,Daylight,0.0
Rainy,City Road,Afternoon,2.0,50.0,4.0,0.0,None,Wet,Car,55.0,35.0,Daylight,0.0
Foggy,Highway,Evening,2.0,120.0,6.0,0.0,Moderate,Wet,Car,37.0,20.0,Artificial Light,1.0
Foggy,City Road,Afternoon,1.0,50.0,3.0,0.0,Low,Dry,Bus,28.0,13.0,Daylight,1.0
Rainy,Rural Road,Morning,1.0,80.0,3.0,0.0,None,Dry,Car,30.0,18.0,Daylight,0.0
Clear,City Road,Morning,1.0,60.0,3.0,0.0,Low,Under Construction,Motorcycle,64.0,45.0,Daylight,1.0
Rainy,City Road,Evening,2.0,50.0,5.0,0.0,None,Dry,Bus,19.0,0.0,Artificial Light,0.0
Rainy,Highway,Night,2.0,100.0,7.0,0.0,Moderate,Wet,Bus,20.0,2.0,Artificial Light,1.0
Snowy,City Road,Morning,2.0,50.0,7.0,0.0,Low,Wet,Car,49.0,35.0,Daylight,1.0
Foggy,City Road,Afternoon,1.0,30.0,3.0,0.0,None,Dry,Bus,56.0,37.0,Daylight,0.0
Rainy,Highway,Evening,2.0,100.0,6.0,0.0,Moderate,Wet,Motorcycle,29.0,6.0,Artificial Light,1.0
Stormy,City Road,Evening,2.0,50.0,6.0,0.0,None,Under Construction,Car,38.0,19.0,Daylight,0.0
Rainy,Rural Road,Evening,1.0,50.0,3.0,0.0,None,Wet,Car,69.0,54.0,Artificial Light,0.0
Clear,City Road,Afternoon,1.0,30.0,4.0,0.0,None,Under Construction,Truck,33.0,10.0,Daylight,0.0
Clear,City Road,Night,2.0,60.0,5.0,0.0,None,Dry,Motorcycle,26.0,8.0,Artificial Light,0.0
Clear,Highway,Evening,1.0,120.0,4.0,0.0,None,Dry,Car,23.0,8.0,Artificial Light,0.0
Clear,Rural Road,Night,0.0,80.0,3.0,0.0,None,Dry,Car,56.0,33.0,No Light,0.0
Rainy,Rural Road,Night,0.0,80.0,1.0,0.0,None,Wet,Car,25.0,0.0,No Light,0.0
Clear,City Road,Morning,2.0,50.0,4.0,0.0,None,Wet,Car,25.0,2.0,Daylight,0.0
Clear,Highway,Night,1.0,100.0,5.0,0.0,None,Wet,Car,57.0,32.0,Artificial Light,0.0
Clear,Highway,Evening,2.0,80.0,6.0,0.0,None,Dry,Truck,43.0,25.0,Artificial Light,0.0
Clear,Highway,Afternoon,1.0,100.0,4.0,0.0,None,Under Construction,Car,25.0,8.0,Daylight,0.0
Foggy,Highway,Evening,1.0,100.0,4.0,0.0,None,Dry,Car,71.0,55.0,Artificial Light,0.0
Clear,City Road,Evening,2.0,50.0,6.0,0.0,None,Dry,Car,56.0,43.0,Artificial Light,0.0
Rainy,Highway,Evening,1.0,80.0,4.0,0.0,None,Wet,Car,27.0,5.0,Daylight,0.0
Snowy,Highway,Evening,0.0,80.0,3.0,0.0,Low,Icy,Car,54.0,33.0,Artificial Light,1.0
Rainy,Highway,Afternoon,1.0,80.0,4.0,0.0,None,Wet,Car,22.0,8.0,Daylight,0.0
Stormy,Highway,Evening,0.0,100.0,4.0,0.0,None,Icy,Truck,36.0,15.0,Artificial Light,0.0
Snowy,City Road,Night,0.0,30.0,1.0,0.0,None,Icy,Truck,44.0,25.0,Artificial Light,0.0
Clear,Rural Road,Afternoon,1.0,60.0,2.0,0.0,Low,Wet,Car,31.0,16.0,Daylight,1.0
Clear,City Road,Evening,2.0,50.0,6.0,0.0,None,Dry,Motorcycle,33.0,14.0,Artificial Light,0.0
Rainy,Highway,Evening,1.0,100.0,4.0,0.0,None,Under Construction,Car,32.0,14.0,Artificial Light,0.0
